class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,s,y,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
p,x,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,b,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,s,y,True,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,f,n,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,b,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,f,w,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
p,x,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,s,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
p,x,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,s,y,True,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,f,w,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,s,w,True,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,f,y,True,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,b,y,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
e,b,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,b,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
p,x,y,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
e,b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,y,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,n,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,x,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
e,b,s,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,g,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,f,y,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,f,y,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,s,g,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,f,n,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u
e,f,s,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,f,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
e,b,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
e,s,f,g,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
p,x,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,f,n,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,s,n,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,f,y,n,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,f,y,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,b,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,g,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
e,f,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,s,f,n,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,s,f,n,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,b,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,y,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,s,w,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
p,x,s,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
e,x,s,n,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,b,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,g,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,f,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,s,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
p,x,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,y,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,y,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,b,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,n,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
p,x,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
e,b,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,w,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
p,x,s,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,f,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,b,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,s,w,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,n,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,b,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,s,w,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,y,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
e,b,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,s,w,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,f,y,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
e,x,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
e,b,s,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,f,n,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,b,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,f,y,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,s,g,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,b,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,f,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,y,y,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
e,b,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,f,n,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
e,x,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,f,f,w,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,s,f,g,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,s,y,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,x,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,b,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,s,w,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,f,f,g,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,s,w,True,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,y,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,s,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,x,y,n,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,f,f,y,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
p,f,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
p,x,s,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,b,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,f,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,y,n,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
e,x,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,s,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,s,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,s,n,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,w,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,f,n,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u
e,b,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,s,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,n,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,b,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
p,x,s,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
e,b,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,f,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,f,n,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,y,n,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
p,x,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g
e,f,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
p,f,s,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
e,b,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,s,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,s,w,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,f,g,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,y,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
e,f,f,n,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,f,g,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,y,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,f,n,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,f,g,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,y,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
e,f,s,w,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,s,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
p,x,y,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,f,w,True,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,s,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,s,y,True,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,True,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,f,w,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
e,b,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g
e,x,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,s,g,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,s,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,b,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
e,f,f,y,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
e,x,s,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,s,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
p,x,s,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
e,f,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,s,f,g,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,f,n,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
e,s,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,s,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,s,g,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,y,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
p,x,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,b,s,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
p,x,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
